Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
5570,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4400,4200,22-Jun-24
5571,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4400,4200,23-Apr-24
5572,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4400,4200,23-Jun-24
5573,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4400,4200,27-Feb-24
5574,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,01-Mar-24
5575,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,09-Feb-24
5576,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,10-May-24
5577,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,12-Apr-24
5578,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,13-Apr-24
5579,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,13-Mar-24
5580,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,14-Apr-24
5581,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,16-Apr-24
5582,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,17-Apr-24
5583,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,18-Apr-24
5584,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,19-Apr-24
5585,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,22-Apr-24
5586,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,28-Feb-24
5587,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,4800,4400,29-Feb-24
5588,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,5000,4500,12-Feb-24
5589,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,5000,4500,14-Feb-24
5590,Palakad,Koduvayoor,Beetroot,Other,FAQ,4000,5000,4600,13-Feb-24
5591,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,13-May-24
5592,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,14-May-24
5593,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,15-May-24
5594,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,16-May-24
5595,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,17-May-24
5596,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,18-May-24
5597,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,19-May-24
5598,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,20-May-24
5599,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,21-May-24
5600,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,22-May-24
5601,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4600,4400,23-Feb-24
5602,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4800,4400,22-Feb-24
5603,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,4800,4400,24-Feb-24
5604,Palakad,Koduvayoor,Beetroot,Other,FAQ,4200,5200,4800,21-Feb-24
5605,Palakad,Koduvayoor,Beetroot,Other,FAQ,4400,4800,4600,18-Jun-24
5606,Palakad,Koduvayoor,Beetroot,Other,FAQ,4400,4800,4600,19-Jun-24
5607,Palakad,Koduvayoor,Beetroot,Other,FAQ,4500,4900,4700,20-Jun-24
5608,Palakad,Koduvayoor,Beetroot,Other,FAQ,4500,4900,4700,21-Jun-24
5609,Palakad,Koduvayoor,Beetroot,Other,FAQ,4500,4900,4700,24-Jun-24
5610,Palakad,Koduvayoor,Beetroot,Other,FAQ,4500,4900,4700,25-Jun-24
5611,Palakad,Koduvayoor,Beetroot,Other,FAQ,4600,5000,4800,14-Jun-24
5612,Palakad,Koduvayoor,Beetroot,Other,FAQ,4600,5000,4800,15-Jun-24
5613,Palakad,Koduvayoor,Beetroot,Other,FAQ,4600,5000,4800,16-Jun-24
5614,Palakad,Koduvayoor,Beetroot,Other,FAQ,4600,5000,4800,17-Jun-24
5615,Palakad,Koduvayoor,Beetroot,Other,FAQ,4800,5200,5000,28-Jun-24
5616,Palakad,Koduvayoor,Beetroot,Other,FAQ,4800,5200,5000,29-Jun-24
5617,Palakad,Koduvayoor,Beetroot,Other,FAQ,4800,5200,5000,30-Jun-24
5618,Palakad,Koduvayoor,Beetroot,Other,FAQ,5000,5400,5200,08-Jul-24
5619,Palakad,Koduvayoor,Beetroot,Other,FAQ,5000,5400,5200,26-Jun-24
5620,Palakad,Koduvayoor,Beetroot,Other,FAQ,5000,5400,5200,27-Jun-24
5621,Palakad,Koduvayoor,Beetroot,Other,FAQ,5000,5800,5400,07-Jul-24
5622,Palakad,Koduvayoor,Beetroot,Other,FAQ,5500,5900,5700,05-Jul-24
5623,Palakad,Koduvayoor,Beetroot,Other,FAQ,5500,5900,5700,06-Jul-24
5624,Palakad,Koduvayoor,Beetroot,Other,FAQ,5800,6200,6000,01-Jul-24
5625,Palakad,Koduvayoor,Beetroot,Other,FAQ,5800,6200,6000,02-Jul-24
5626,Palakad,Koduvayoor,Beetroot,Other,FAQ,5800,6200,6000,04-Jul-24
5627,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,04-Apr-24
5628,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,05-Apr-24
5629,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,06-Apr-24
5630,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,07-Mar-24
5631,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,11-Mar-24
5632,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,18-Mar-24
5633,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,19-Mar-24
5634,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,20-Mar-24
5635,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,21-Mar-24
5636,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,23-Mar-24
5637,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,25-Mar-24
5638,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,26-Mar-24
5639,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,27-Mar-24
5640,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,28-Mar-24
5641,Kollam,Kollam,Beetroot,Other,FAQ,3600,4000,3800,29-Mar-24
5642,Kollam,Kollam,Beetroot,Other,FAQ,3800,4200,4000,10-Feb-24
5643,Kollam,Kollam,Beetroot,Other,FAQ,3800,4200,4000,12-Feb-24
5644,Kollam,Kollam,Beetroot,Other,FAQ,3800,4200,4000,13-Feb-24
5645,Kollam,Kollam,Beetroot,Other,FAQ,3800,4200,4000,14-Feb-24
5646,Kollam,Kollam,Beetroot,Other,FAQ,4000,4500,4200,05-Feb-24
5647,Kollam,Kollam,Beetroot,Other,FAQ,4000,4500,4200,06-Feb-24
5648,Kollam,Kollam,Beetroot,Other,FAQ,4000,4500,4200,07-Feb-24
5649,Kollam,Kollam,Beetroot,Other,FAQ,4000,4500,4200,08-Feb-24
5650,Kollam,Kollam,Beetroot,Other,FAQ,4000,4500,4200,09-Feb-24
5651,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,01-Apr-24
5652,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,01-Mar-24
5653,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,02-Apr-24
5654,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,03-Apr-24
5655,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,03-Jun-24
5656,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,05-Jun-24
5657,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,06-Jun-24
5658,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,07-Jun-24
5659,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,10-Jun-24
5660,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,13-May-24
5661,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,14-May-24
5662,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,16-May-24
5663,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,17-May-24
5664,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,18-Apr-24
5665,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,19-Apr-24
5666,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,20-Apr-24
5667,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,26-Apr-24
5668,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,27-Apr-24
5669,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,27-May-24
5670,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,28-Feb-24
5671,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,29-Feb-24
5672,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,30-Apr-24
5673,Kollam,Kollam,Beetroot,Other,FAQ,4600,5000,4800,30-Mar-24
5674,Kollam,Kollam,Beetroot,Other,FAQ,4800,5200,5000,19-Jan-24
5675,Kollam,Kollam,Beetroot,Other,FAQ,4800,5200,5000,20-Feb-24
5676,Kollam,Kollam,Beetroot,Other,FAQ,4800,5200,5000,20-Jan-24
5677,Kollam,Kollam,Beetroot,Other,FAQ,4800,5200,5000,21-Feb-24
5678,Kollam,Kollam,Beetroot,Other,FAQ,4800,5200,5000,22-Feb-24
5679,Kollam,Kollam,Beetroot,Other,FAQ,4800,5200,5000,23-Feb-24
5680,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,01-Jun-24
5681,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,06-May-24
5682,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,07-May-24
5683,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,08-May-24
5684,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,13-Apr-24
5685,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,15-Apr-24
5686,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,15-Mar-24
5687,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,16-Apr-24
5688,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,16-Mar-24
5689,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,17-Apr-24
5690,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,20-May-24
5691,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,21-May-24
5692,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,22-May-24
5693,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,24-Apr-24
5694,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,24-Jan-24
5695,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,25-Apr-24
5696,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,25-Jan-24
5697,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,26-Jan-24
5698,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,27-Jan-24
5699,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,29-Jan-24
5700,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,29-May-24
5701,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,30-May-24
5702,Kollam,Kollam,Beetroot,Other,FAQ,5000,5500,5200,31-May-24
5703,Kollam,Kollam,Beetroot,Other,FAQ,5500,6000,5700,01-Feb-24
5704,Kollam,Kollam,Beetroot,Other,FAQ,5500,6000,5700,02-Feb-24
5705,Kollam,Kollam,Beetroot,Other,FAQ,5500,6000,5700,03-Feb-24
5706,Kollam,Kollam,Beetroot,Other,FAQ,5500,6000,5700,23-May-24
5707,Kollam,Kollam,Beetroot,Other,FAQ,5500,6000,5700,24-May-24
5708,Kollam,Kollam,Beetroot,Other,FAQ,5500,6000,5700,31-Jan-24
5709,Kollam,Kollam,Beetroot,Other,FAQ,5600,6000,5800,25-May-24
5710,Kollam,Kollam,Beetroot,Other,FAQ,6000,7000,6500,22-Jan-24
5711,Kollam,Kollam,Beetroot,Other,FAQ,6000,7000,6500,23-Jan-24
5712,Palakad,Kollengode,Beetroot,Other,FAQ,1500,2000,1800,02-Sep-23
5713,Palakad,Kollengode,Beetroot,Other,FAQ,1500,2000,1800,19-Sep-23
5714,Palakad,Kollengode,Beetroot,Other,FAQ,1500,2000,1800,20-Sep-23
5715,Palakad,Kollengode,Beetroot,Other,FAQ,1500,2000,1800,21-Sep-23
5716,Palakad,Kollengode,Beetroot,Other,FAQ,1500,2000,1800,26-Sep-23
5717,Palakad,Kollengode,Beetroot,Other,FAQ,1500,2000,1800,27-Sep-23
5718,Palakad,Kollengode,Beetroot,Other,FAQ,1500,2000,1800,28-Sep-23
5719,Palakad,Kollengode,Beetroot,Other,FAQ,1600,2100,1900,15-Sep-23
5720,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,01-Nov-23
5721,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,01-Oct-23
5722,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,01-Sep-23
5723,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,02-Nov-23
5724,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,02-Oct-23
5725,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,03-Jan-24
5726,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,03-Nov-23
5727,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,03-Oct-23
5728,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,04-Nov-23
5729,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,04-Oct-23
5730,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,04-Sep-23
5731,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,05-Oct-23
5732,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,05-Sep-23
5733,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,06-Nov-23
5734,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,06-Oct-23
5735,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,06-Sep-23
5736,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,07-Nov-23
5737,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,07-Oct-23
5738,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,07-Sep-23
5739,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,08-Nov-23
5740,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,08-Sep-23
5741,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,09-Nov-23
5742,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,10-Nov-23
5743,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,10-Oct-23
5744,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,11-Nov-23
5745,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,11-Oct-23
5746,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,11-Sep-23
5747,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,12-Oct-23
5748,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,12-Sep-23
5749,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,13-Nov-23
5750,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,13-Oct-23
5751,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,13-Sep-23
5752,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,14-Nov-23
5753,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,14-Oct-23
5754,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,14-Sep-23
5755,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,15-Nov-23
5756,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,16-Nov-23
5757,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,16-Oct-23
5758,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,17-Nov-23
5759,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,17-Oct-23
5760,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,18-Oct-23
5761,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,18-Sep-23
5762,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,19-Oct-23
5763,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,20-Oct-23
5764,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,21-Oct-23
5765,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,22-Dec-23
5766,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,22-Nov-23
5767,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,22-Sep-23
5768,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,23-Nov-23
5769,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,23-Sep-23
5770,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,24-Nov-23
5771,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,25-Nov-23
5772,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,25-Sep-23
5773,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,26-Nov-23
5774,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,27-Oct-23
5775,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,28-Nov-23
5776,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,29-Nov-23
5777,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,29-Oct-23
5778,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,29-Sep-23
5779,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,30-Aug-23
5780,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,30-Nov-23
5781,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,30-Oct-23
5782,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,31-Aug-23
5783,Palakad,Kollengode,Beetroot,Other,FAQ,2000,2500,2300,31-Oct-23
5784,Palakad,Kollengode,Beetroot,Other,FAQ,2200,2700,2500,25-Oct-23
5785,Palakad,Kollengode,Beetroot,Other,FAQ,2400,2900,2700,23-Oct-23
5786,Palakad,Kollengode,Beetroot,Other,FAQ,2400,2900,2700,24-Oct-23
5787,Palakad,Kollengode,Beetroot,Other,FAQ,2500,2900,2700,20-Jun-24
5788,Palakad,Kollengode,Beetroot,Other,FAQ,2500,2900,2700,21-Jun-24
5789,Palakad,Kollengode,Beetroot,Other,FAQ,2500,2900,2700,24-Jun-24
5790,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,01-Dec-23
5791,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,02-Dec-23
5792,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,02-Jan-24
5793,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,04-Dec-23
5794,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,05-Dec-23
5795,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,05-Feb-24
5796,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,06-Dec-23
5797,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,06-Feb-24
5798,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,07-Dec-23
5799,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,07-Feb-24
5800,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,08-Dec-23
5801,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,08-Feb-24
5802,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,09-Jan-24
5803,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,10-Jan-24
5804,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,11-Jan-24
5805,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,12-Feb-24
5806,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,12-Jan-24
5807,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,14-Dec-23
5808,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,15-Dec-23
5809,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,16-Dec-23
5810,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,19-Dec-23
5811,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,20-Nov-23
5812,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,21-Dec-23
5813,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,21-Feb-24
5814,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,21-Nov-23
5815,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,22-Feb-24
5816,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,24-Dec-23
5817,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,27-Aug-23
5818,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,27-Nov-23
5819,Palakad,Kollengode,Beetroot,Other,FAQ,2500,3000,2800,29-Aug-23
5820,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3400,3200,26-Jun-24
5821,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3400,3200,27-Jun-24
5822,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,01-Jan-24
5823,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,02-Feb-24
5824,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,03-Feb-24
5825,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,07-Jan-24
5826,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,08-Jan-24
5827,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,09-Feb-24
5828,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,10-Feb-24
5829,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,11-Dec-23
5830,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,12-Dec-23
5831,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,13-Dec-23
5832,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,13-Feb-24
5833,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,15-Jan-24
5834,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,16-Feb-24
5835,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,16-Jan-24
5836,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,17-Feb-24
5837,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,17-Jan-24
5838,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,18-Jan-24
5839,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,19-Feb-24
5840,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,19-Jan-24
5841,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,20-Dec-23
5842,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,20-Feb-24
5843,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,20-Jan-24
5844,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,22-Jan-24
5845,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,23-Jan-24
5846,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,24-Jan-24
5847,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,28-Dec-23
5848,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,29-Dec-23
5849,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,29-Jan-24
5850,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,30-Jan-24
5851,Palakad,Kollengode,Beetroot,Other,FAQ,3000,3500,3300,31-Jan-24
5852,Palakad,Kollengode,Beetroot,Other,FAQ,3500,3900,3700,25-Jun-24
5853,Palakad,Kollengode,Beetroot,Other,FAQ,3500,4000,3800,05-Jan-24
5854,Palakad,Kollengode,Beetroot,Other,FAQ,3500,4000,3800,06-Jan-24
5855,Palakad,Kollengode,Beetroot,Other,FAQ,3500,4000,3800,14-Feb-24
5856,Palakad,Kollengode,Beetroot,Other,FAQ,3500,4000,3800,15-Feb-24
5857,Palakad,Kollengode,Beetroot,Other,FAQ,3500,4000,3800,24-Feb-24
5858,Palakad,Kollengode,Beetroot,Other,FAQ,3500,4000,3800,27-Jan-24
5859,Palakad,Kollengode,Beetroot,Other,FAQ,3500,4000,3800,28-Jan-24
5860,Palakad,Kollengode,Beetroot,Other,FAQ,4000,4400,4200,05-Jul-24
5861,Palakad,Kollengode,Beetroot,Other,FAQ,4000,4400,4200,06-Jul-24
5862,Palakad,Kollengode,Beetroot,Other,FAQ,4000,4400,4200,29-Jun-24
5863,Palakad,Kollengode,Beetroot,Other,FAQ,4000,4400,4200,30-Jun-24
5864,Palakad,Kollengode,Beetroot,Other,FAQ,4000,4600,4400,07-Jul-24
5865,Palakad,Kollengode,Beetroot,Other,FAQ,4500,4900,4700,01-Jul-24
5866,Palakad,Kollengode,Beetroot,Other,FAQ,4500,4900,4700,02-Jul-24
5867,Palakad,Kollengode,Beetroot,Other,FAQ,4500,4900,4700,03-Jul-24
5868,Palakad,Kollengode,Beetroot,Other,FAQ,4500,4900,4700,08-Jul-24
5869,Palakad,Kollengode,Beetroot,Other,FAQ,4500,5000,4800,17-Jul-23
5870,Palakad,Kollengode,Beetroot,Other,FAQ,5000,5500,5300,18-Jul-23
5871,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,02-Dec-23
5872,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,03-Aug-23
5873,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,19-Aug-23
5874,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,19-Sep-23
5875,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,24-Jul-23
5876,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,25-Aug-23
5877,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,25-Jul-23
5878,Malappuram,Kondotty,Beetroot,Other,FAQ,2400,2600,2500,26-Aug-23
